id,level,word,meaning_en,meaning_tr,meaning_es,full_entry,article,pos,plural,forms,examples,page
b1_0550,B1,"blitzen, blitzt, blitzte,","flash, flash, flash","flaş, flaş, flaş","destello, destello, destello","blitzen, blitzt, blitzte, 1.",,word,,hat geblitzt,Gestern Abend gab es ein Gewitter. || Es || hat furchtbar geblitzt und gedonnert. || Ihre Augen blitzen vor Freude.,27
b1_0551,B1,"der Blitz, -e1.","the lightning, -e1.","der Blitz, -e1.","el relámpago, -e1.","der Blitz, -e1.",der,noun,-e1.,,"Was für ein Gewitter, hast du den Blitz gesehen? || Hast du das Foto mit Blitz gemacht?",27
b1_0552,B1,blond,blond,sarışın,rubio,blond 1.,,word,,,Mein Sohn ist blond. || Nina hat lange blonde Haare.,27
b1_0553,B1,bloß,just,Sadece,justo,bloß 1.,,word,,,"Ich möchte nichts kaufen. || Ich möchte mich bloß umsehen. || Komm bloß nicht zu spät. || Wir müssen pünktlich am Bahnhof sein. || Ach, wenn ich bloß mehr verdienen würde!",27
b1_0554,B1,"blühen, blüht, blühte,","bloom, bloom, bloom","çiçek açmak, çiçek açmak, çiçek açmak","florecer, florecer, florecer","blühen, blüht, blühte,",,word,,hat geblüht,Die Bäume blühen schon. || Es ist || Frühling.,27
b1_0555,B1,"die Blume, -n","die Blume, -n","çiçek, -n","la flor, -n","die Blume, -n",die,noun,-n,,Wir haben meiner Mutter Blumen zum Geburtstag geschenkt.,27
b1_0556,B1,"die Bluse, -n","the blouse, -n","bluz, -n","la blusa, -n","die Bluse, -n",die,noun,-n,,Ich hätte gerne eine weiße Bluse.,27
b1_0557,B1,"bluten, blutet, blutete,","bluten, blutet, blutete,","kanamak, kanamak, kanamak","sangrar, sangrar, sangrar","bluten, blutet, blutete,",,word,,hat geblutet,Ich habe mich verletzt. || Meine Hand || blutet.,27
b1_0558,B1,das Blut,the blood,kan,la sangre,das Blut,das,noun,,,Der Verletzte hat viel Blut verloren.,27
b1_0559,B1,"der Boden, ¨-","the floor, ¨-","zemin, ¨-","el piso, ¨-","der Boden, ¨- 1.",der,noun,¨- 1.,,Die Bücher lagen alle auf dem Boden. || Auf diesem Boden wächst Gemüse besonders gut.,28
b1_0560,B1,"der Bogen, -/¨-","the bow, -/¨-","yay, -/¨-","el arco, -/¨-","der Bogen, -/¨-",der,noun,-/¨-,,Bitte schreiben Sie Ihren Namen auf den Antwortbogen.,28
b1_0561,B1,"die Bohne, -n","the bean, -n","fasulye, -n","el frijol, -n","die Bohne, -n",die,noun,-n,,Ich esse gern Bohnen.,28
b1_0562,B1,"das Boot, -e","the boat, -e","tekne, -e","el barco, -e","das Boot, -e",das,noun,-e,,An diesem See kann man Boote mieten.,28
b1_0563,B1,"die Botschaft, -en","the message, -en","mesaj, -tr","el mensaje, -es","die Botschaft, -en",die,noun,-en,,Das Visum habe ich von der Botschaft bekommen.,28
b1_0564,B1,böse,evil,fenalık,demonio,böse,,word,,,"Ich habe das Buch leider vergessen. || Hoffentlich bist du mir nicht böse. || Mach nicht so ein böses Gesicht! || Ich bin böse auf dich, du bist wieder nicht gekommen! || Zeig mal! || Du hast dich verletzt? || Das sieht aber böse aus.",28
b1_0565,B1,"braten, brät, briet,","fry, fry, fried","kızartmak, kızartmak, kızartmak","freír, freír, frito","braten, brät, briet,",,word,,hat gebraten,Das Fleisch muss zehn Minuten braten. || Heute gibt’s gebratenen Fisch.,28
b1_0566,B1,"der Braten, -","the roast, -","kızartma, -","el asado, -","der Braten, -",der,noun,-,,Nehmen Sie noch etwas Soße zum Braten?,28
b1_0567,B1,"brauchen, braucht,","need, needs","ihtiyaç, ihtiyaçlar","necesidad, necesidades","brauchen, braucht,",,word,,,,28
b1_0568,B1,"brauchte, hat gebraucht","needed, needed","gerekli, gerekli","necesario, necesario","brauchte, hat gebraucht 1.",,word,,,Ich brauche ein Auto. || Brauchst du die Zeitung noch? || Meine Großmutter ist krank. || Sie braucht viel Ruhe. || Ich habe für die Renovierung eine Woche gebraucht. || Sie brauchen morgen nicht zu kommen. || Ich schaffe das alleine.,28
b1_0569,B1,"brechen, bricht, brach,","break, breaks, broke","kırılmak, kırılmak, kırılmak","romper, romper, romper","brechen, bricht, brach,",,word,,hat gebrochen,"Er hat sich beim Skifahren verletzt, sein Bein ist gebrochen. || Ich habe mir im Urlaub das Bein gebrochen.",28
b1_0570,B1,breit,broad,geniş,amplio,breit,,word,,,Der Teppich ist zwei Meter lang und einen Meter breit.,28
b1_0571,B1,"die Breite, -n","the width, -n","genişlik, -n","el ancho, -n","die Breite, -n",die,noun,-n,,"Welche Maße hat der Tisch? || – Länge:1m,Breite:80cm,Höhe:1,20 m.",28
b1_0572,B1,"bremsen, bremst,","brake, brake","fren, fren","freno, freno","bremsen, bremst,",,word,,,,28
b1_0573,B1,"bremste, hat gebremst","braked, braked","frenlenmiş, frenlenmiş","frenado, frenado","bremste, hat gebremst",,word,,,Der Mann ist ganz plötzlich über die Straße gegangen. || Ich musste stark bremsen.,28
b1_0574,B1,"die Bremse, -n","the brake, -n","fren, -n","el freno, -n","die Bremse, -n",die,noun,-n,,Du musst unbedingt die Bremsen kontrollieren lassen.,28
b1_0575,B1,"brennen, brennt, brannte,","burn, burn, burnt","yanmak, yanmak, yanmak","quemar, quemar, quemar","brennen, brennt, brannte,",,word,,hat gebrannt,In diesem Haus hat es letztes Jahr gebrannt. || Die Kerze brennt noch. || Mach sie bitte aus. || In deinem Zimmer hat die ganze Nacht das Licht gebrannt.,28
b1_0576,B1,"der Brief, -e","the letter, -e","harf, -e","la letra, -e","der Brief, -e",der,noun,-e,,Ich schreibe nicht gern Briefe.,28
b1_0577,B1,"der Briefkasten, ¨-1.","the mailbox, ¨-1.","posta kutusu, ¨-1.","el buzón, ¨-1.","der Briefkasten, ¨-1.",der,noun,¨-1.,,Ist hier in der Nähe ein Briefkasten? || Hol bitte mal die Zeitung aus dem Briefkasten.,28
b1_0578,B1,"die Briefmarke, -n","the stamp, -n","damga, -n","el sello, -n","die Briefmarke, -n",die,noun,-n,,Briefmarken bekommen Sie am Schalter 7.,28
b1_0579,B1,"der Briefträger,",the postman,postacı,el cartero,"der Briefträger,",der,noun,,,War die Briefträgerin schon da?,28
b1_0580,B1,→CH:dieBriefträgerin,→CH: the postman,→CH: postacı,→CH: el cartero,"→CH:dieBriefträgerin,-nen",,verb,,-nen,,28
b1_0581,B1,Pöstler,Postman,Postacı,Cartero,Pöstler,,noun,,,,28
b1_0582,B1,"der Briefumschlag, ¨-e →","the envelope, ¨-e →","zarf, ¨-e →","el sobre, ¨-e →","der Briefumschlag, ¨-e →",der,noun,¨-e →,,Ich hätte gern 50 Briefumschläge und,28
b1_0583,B1,A: Kuvert; CH: Couvert,A: Envelope; CH: Envelope,C: Zarf; CH: Zarf,R: Sobre; CH: Sobre,A: Kuvert; CH: Couvert,,noun,,,Briefmarken dazu.,28
b1_0584,B1,"die Brieftasche, -n →D,","the wallet, -n →D","cüzdan, -n →D","la billetera, -n →D","die Brieftasche, -n →D,",die,noun,"-n →D,",,Ich habe nur Kleingeld in meiner,28
b1_0585,B1,CH: Portemonnaie/Port-,CH: wallet/port-,CH: cüzdan/port-,CH: billetera/puerto-,CH: Portemonnaie/Port-,,noun,,,Brieftasche.,28
b1_0586,B1,monee; A: Geldbörse,monee; A: Wallet,para; C: Cüzdan,dinero; R: billetera,monee; A: Geldbörse,,word,,,,28
b1_0587,B1,"die Brille, -n","the glasses, -n","gözlükler, -n","las gafas, -n","die Brille, -n",die,noun,-n,,Ich brauche eine neue Brille.,28
b1_0588,B1,"bringen, bringt, brachte,","bring, brings, brought","getir, getiriyor, getirdi","traer, trae, traído","bringen, bringt, brachte, 1.",,word,,hat gebracht,Bringen Sie mir bitte ein Glas Tee! || Ich bringe dich nach Hause. || Die Abendzeitung hat einen Bericht über den Unfall gebracht.,28
b1_0589,B1,"die Broschüre, -n","the brochure, -n","broşür, -n","el folleto, -n","die Broschüre, -n",die,noun,-n,,In der Broschüre finden Sie die neuesten Informationen.,28
b1_0590,B1,"das Brot, -e","the bread, -e","ekmek, -e","el pan, -e","das Brot, -e 1.",das,noun,-e 1.,,"Brot kaufe ich immer beim Bäcker, nicht im Supermarkt. || Was möchtest du aufs Brot haben? || Nimm noch ein paar belegte Brote für die Fahrt mit.",28
b1_0591,B1,"das Brötchen, - (D) →A:","the bun, - (D) →A:","çörek, - (D) →A:","el bollo, - (D) →A:","das Brötchen, - (D) →A:",das,noun,- (D) →A:,,Ich hole schnell ein paar Brötchen zum,28
b1_0592,B1,Semmel; CH: Brötli,bread roll; CH: Bread rolls,ekmek rulosu; CH: Ekmek ruloları,panecillo; CH: panecillos,Semmel; CH: Brötli,,noun,,,Frühstück.,28
b1_0593,B1,"das Brötli, - (CH) →D:","the bread roll, - (CH) →D:","ekmek rulosu, - (CH) →D:","el panecillo, - (CH) →D:","das Brötli, - (CH) →D:",das,noun,- (CH) →D:,,Ich hole schnell ein paar Brötli zum,28
b1_0594,B1,Brötchen; A: Semmel,Bread roll; A: Bread,Ekmek rulosu; C: Ekmek,Bollo de pan; R: pan,Brötchen; A: Semmel,,noun,,,Frühstück.,28
b1_0595,B1,"die Brücke, -n","the bridge, -n","köprü, -n","el puente, -n","die Brücke, -n",die,noun,-n,,Fahren Sie über die nächste Brücke und dann rechts.,28
b1_0596,B1,"der Bruder, ¨-","the brother, ¨-","erkek kardeş, ¨-","el hermano,¨-","der Bruder, ¨-",der,noun,¨-,,Mein jüngster Bruder geht noch zur Schule.,28
b1_0597,B1,die Brust,the chest,göğüs,el pecho,die Brust,die,noun,,,Ich habe Schmerzen in der Brust.,28
b1_0598,B1,"→D: der Bub, -en (A, CH)","→D: the boy, -en (A, CH)","→D: oğlan, -en (A, CH)","→D: el niño, -en (A, CH)","→D: der Bub, -en (A, CH)",,other,,,In der Schulklasse sind 15 Buben und,28
b1_0599,B1,Junge,Boy,Erkek çocuk,Chico,Junge,,noun,,,10 Mädchen.,28
b1_0600,B1,"das Buch, ¨-er","the book, ¨-er","kitap, ¨-er","el libro, ¨-er","das Buch, ¨-er",das,noun,¨-er,,Haben Sie ein Buch über die Geschichte von Berlin?,28
b1_0601,B1,"die Buchhandlung, -en","the bookstore, -en","kitapçı, -tr","la librería, -es","die Buchhandlung, -en",die,noun,-en,,In der Buchhandlung in der Stadt haben sie das Buch sicher.,28
b1_0602,B1,"buchen, bucht, buchte,","book, book, booked","kitap, kitap, ayırtılmış","libro, libro, reservado","buchen, bucht, buchte,",,word,,hat gebucht,Ich habe für morgen einen Flug nach || Rom gebucht.,28
b1_0603,B1,"buchstabieren, buchsta-","spell, letter-","büyü, mektup-","hechizo, letra-","buchstabieren, buchsta-",,word,,,Würden Sie Ihren Namen bitte,29
b1_0604,B1,"biert, buchstabierte,","beered, spelled","bira, yazıldığından","cerveza, espelta","biert, buchstabierte,",,word,,hat buchstabiert,buchstabieren?,29
b1_0605,B1,"der Buchstabe, -n1.","the letter, -n1.","harf, -n1.","la letra, -n1.","der Buchstabe, -n1.",der,noun,-n1.,,Gibt es diesen Buchstaben auch in deiner Muttersprache? || Ihr Name beginnt mit K. – Buchstabe K ist in Zimmer || Bitte warten Sie dort.,29
b1_0606,B1,"die Büchse, -n (D, CH) →","the box, -n (D, CH) →","kutu, -n (D, CH) →","la caja, -n (D, CH) →","die Büchse, -n (D, CH) →",die,noun,"-n (D, CH) →",,Ich habe noch eine Büchse Bohnen.,29
b1_0607,B1,A: Dose,A: Can,C: Yapabilir miyim,R: puede,A: Dose,,noun,,,,29
b1_0608,B1,"das Buffet, -s","the buffet, -s","büfe, -s","el buffet, -s","das Buffet, -s",das,noun,-s,,Das Buffet ist eröffnet!,29
b1_0609,B1,"die Bühne, -n","the stage, -n","sahne, -n","el escenario, -n","die Bühne, -n",die,noun,-n,,Er steht gern auf der Bühne.,29
b1_0610,B1,bunt,colorful,renkli,vistoso,bunt,,word,,,Das bunte Kleid gefällt mir gut.,29
b1_0611,B1,"die Burg, -en","the castle, -en","kale, -tr","el castillo, -es","die Burg, -en",die,noun,-en,,Von der Burg hat man eine schöne Aussicht.,29
b1_0612,B1,"der Bürger, -","the citizen, -","vatandaş, -","el ciudadano, -","der Bürger, -",der,noun,-,,EU-Bürgerinnen und Bürger können,29
b1_0613,B1,"die Bürgerin, -nen","the citizen, -nen","vatandaş, -nen","el ciudadano, -nen","die Bürgerin, -nen",die,noun,-nen,,überall in Europa arbeiten.,29
b1_0614,B1,"das Büro, -s","the office, -s","ofis, -s","la oficina, -s","das Büro, -s 1.",das,noun,-s 1.,,Unser Büro bleibt samstags geschlossen. || Ich möchte in einem Büro arbeiten.,29
b1_0615,B1,"die Bürste, -n","the brush, -n","fırça, -n","el cepillo, -n","die Bürste, -n 1.",die,noun,-n 1.,,Hast du eine Bürste? || Meine Schuhe sind so schmutzig. || Ich brauche eine Bürste für meine Haare.,29
b1_0616,B1,"die Zahnbürste, -n","the toothbrush, -n","diş fırçası, -n","el cepillo de dientes, -n","die Zahnbürste, -n",die,noun,-n,,Ich brauche eine neue Zahnbürste.,29
b1_0617,B1,"der Bus, -se","the bus, -se","otobüs, -se","el autobús, -se","der Bus, -se",der,noun,-se,,Ich fahre meistens mit dem Bus zur Arbeit.,29
b1_0618,B1,die Butter,the butter,tereyağı,la mantequilla,die Butter,die,noun,,,Ich möchte nur Butter aufs Brot.,29
b1_0619,B1,"das Café, -s","the cafe, -s","kafe, -s","el café, -s","das Café, -s",das,noun,-s,,Hier in der Nähe ist ein Café. || Lass uns einen Kaffee trinken.,29
b1_0620,B1,"die Cafeteria, -s","the cafeteria, -s","kafeterya, -s","la cafeteria, -s","die Cafeteria, -s",die,noun,-s,,Ich hole mir schnell etwas aus der Cafeteria.,29
b1_0621,B1,"die Chance, -n","the chance, -n","şans, -n","la oportunidad, -n","die Chance, -n",die,noun,-n,,"Mein Mann hat gute Chancen, die Stelle zu bekommen.",29
b1_0622,B1,"der Chef, -s","the boss, -s","patron, -s","el jefe, -s","der Chef, -s",der,noun,-s,,"Das kann ich nicht allein entscheiden,",29
b1_0623,B1,"die Chefin, -nen","the boss, -nen","patron, -nen","el jefe, -nen","die Chefin, -nen",die,noun,-nen,,da muss ich erst die Chefin fragen.,29
b1_0624,B1,chic/schick,chic/chic,şık/şık,elegante/elegante,chic/schick,,word,,,Ich finde dein Kleid sehr chick.,29
b1_0625,B1,"der Coiffeur, -e","the hairdresser, -e","kuaför, -e","el peluquero, -e","der Coiffeur, -e 1.",der,noun,-e 1.,,Du siehst toll aus! || Wer ist dein,29
b1_0626,B1,"die Coiffeuse, -n (CH)","the hairdresser, -n (CH)","kuaför, -n (CH)","el peluquero, -n (CH)","die Coiffeuse, -n (CH)",die,noun,-n (CH),,Coiffeur?,29
b1_0627,B1,"→D, A: Friseur","→D, A: Friseur","→D, A: kuaför","→D, A: peluquero","→D, A: Friseur 2.",,other,,,Meine Tochter will Coiffeuse werden.,29
b1_0628,B1,"die Couch, -s","the couch, -s","kanepe, -s","el sofá, -s","die Couch, -s",die,noun,-s,,Wir haben uns eine Couch und neue Sessel gekauft.,29
b1_0629,B1,"die Creme, -n/-s","the cream, -n/-s","krema, -n/-s","la crema, -n/-s","die Creme, -n/-s 1.",die,noun,-n/-s 1.,,Ich hätte gern eine Creme für die Hände. || Für die Creme habe ich Butter und Schokolade genommen.,29
b1_0630,B1,"der Cousin, -s","the cousin, -s","kuzen, -s","la prima, -s","der Cousin, -s",der,noun,-s,,Meine Cousine wohnt jetzt in Brasilien.,29
b1_0631,B1,"die Cousine, -n","the cousin, -n","kuzen, -n","la prima, -n","die Cousine, -n",die,noun,-n,,,29
b1_0632,B1,"das Couvert, -s (CH) →","the envelope, -s (CH) →","zarf, -s (CH) →","el sobre, -s (CH) →","das Couvert, -s (CH) →",das,noun,-s (CH) →,,Ich hätte gern 50 Couverts und,29
b1_0633,B1,Briefumschlag; A: Kuvert,envelope; A: Envelope,mektup; C: Zarf,sobre; R: sobre,Briefumschlag; A: Kuvert,,noun,,,Briefmarken dazu.,29
b1_0634,B1,da,there,Orası,allá,da 1.,,conjunction,,,"Da drüben ist ein Getränkeautomat. || Was Sie da sagen, ist richtig. || Ich wollte gerade einparken. || Da kam ein Wagen rückwärts aus der Einfahrt. || Wir haben schon geschlossen. || – Da kann man nichts machen. || Da Sie keinen Mitgliedsausweis haben, ist es etwas teurer. || Wir haben gerade über dich gesprochen. || Da bist du ja. || Welche Bluse nehmen Sie? || – Die da. || Ist Herr Klein schon da?",29
b1_0635,B1,dabei,included,dahil,incluido,dabei 1.,,word,,,"Was hast du dir dabei gedacht? || Schön, dass du da bist. || Ist deine Familie auch dabei? || Hast du einen Stift dabei?",29
b1_0636,B1,"das Dach, ¨-er","the roof, ¨-er","çatı, ¨-er","el techo, ¨-er","das Dach, ¨-er 1.",das,noun,¨-er 1.,,Wir müssen das Dach reparieren lassen. || Wir wohnen direkt unter dem Dach.,29
b1_0637,B1,dafür,for that,bunun için,por eso,dafür 1.,,word,,,"Meine Schwester interessiert sich für Politik. || Ich interessiere mich nicht dafür. || Ich bin dafür, dass wir möglichst früh losfahren.",29
b1_0638,B1,dagegen,against it,ona karşı,en contra,dagegen 1.,,word,,,"Vorsicht, da ist ein Baum! || Fahr nicht dagegen! || Sind Sie für oder gegen ein Rauchverbot? || - Ich bin dagegen. || Ich habe nichts dagegen, dass wir schon nach Hause gehen.",29
b1_0639,B1,daher,therefore,Öyleyse,por lo tanto,daher,,word,,,"Ich bin erkältet, daher kann ich heute nicht kommen.",29
b1_0640,B1,dahin,there,Orası,allá,dahin,,word,,,Der Zug kommt in 30 Minuten. || Bis dahin können wir einen Kaffee trinken.,29
b1_0641,B1,damals,at that time,o zaman,En ese tiempo,damals,,word,,,Mit 15 wollte ich gerne Klavier spielen lernen. || Aber damals hatte ich kein Geld dafür.,30
b1_0642,B1,"die Dame, -n","the lady, -n","bayan, -n","la dama, -n","die Dame, -n 1.",die,noun,-n 1.,,Sie ist eine nette alte Dame. || Meine Damen und Herren! || Sehr geehrte Damen und Herren.,30
b1_0643,B1,damit,with it,onunla,con eso,damit 1.,,word,,,"Mach schnell, damit wir nicht zu spät kommen. || Was macht man mit diesem Ding? || - Damit kann man Dosen aufmachen.",30
b1_0644,B1,danach,thereafter,bundan sonra,después de eso,danach,,word,,,"Zuerst gehen wir einkaufen, danach grillen wir auf unserem Balkon.",30
b1_0645,B1,daneben,next to it,onun yanında,al lado de él,daneben,,verb,,,"Du weißt doch, wo die Post ist. || Gleich daneben ist die Bank.",30
b1_0646,B1,"danken, dankt, dankte, Ich","thank, thanks, thanked, I","teşekkür ederim, teşekkürler, teşekkür ettim, ben","gracias, gracias, gracias, yo","danken, dankt, dankte, Ich",,word,,hat gedankt,danke dir für die Einladung.,30
b1_0647,B1,der Dank1.,the thanks1.,teşekkürler1.,el agradecimiento1.,der Dank1.,der,noun,,,Vielen Dank für Ihre Mühe. || Hier ist Ihr Kaffee. || – Vielen Dank! || Herzlichen Dank! || Gott sei Dank hat es nicht geregnet.,30
b1_0648,B1,dankbar,thankful,dankbar,agradecido,dankbar,,adjective,,,Ich bin Ihnen sehr dankbar für Ihre Hilfe.,30
b1_0649,B1,danke1.,thank you1.,teşekkür ederim1.,gracias1.,danke1.,,word,,,"Soll ich Ihnen helfen? || Nein, danke, nicht nötig. || Guten Appetit! || – Danke gleichfalls.",30
b1_0650,B1,dann,then,Daha sonra,entonces,dann 1.,,word,,,"Ich muss noch schnell zur Post, dann komme ich. || Wir waren pünktlich am Bahnhof. || Aber dann hatte der Zug Verspätung. || Ich habe im Moment sehr viel zu tun. || – Dann will ich nicht länger stören. || Wenn es nicht regnet, dann kommen wir.",30
b1_0651,B1,"darstellen, stellt dar,","represent, represents","temsil eder, temsil eder","representar, representa","darstellen, stellt dar,",,word,,,Er konnte das Problem sehr gut,30
b1_0652,B1,"stellte dar, hat dargestellt","represented, has represented","temsil etti, temsil etti","representado, ha representado","stellte dar, hat dargestellt",,word,,,darstellen.,30
b1_0653,B1,"die Darstellung, -en","the representation, -en","temsil, -en","la representación, -es","die Darstellung, -en",die,noun,-en,,Ihr Buch enthält eine klare Darstellung dieser Probleme.,30
b1_0654,B1,dass,that,O,eso,dass,,conjunction,,,"Rico hat mir gesagt, dass er auch zur Party kommt.",30
b1_0655,B1,"die Datei, -en","the file, -en","dosya, -en","el archivo, -en","die Datei, -en",die,noun,-en,,Wo hast du die Datei gespeichert?,30
b1_0656,B1,"das Datum, die Daten","the date, the data","tarih, veriler","la fecha, los datos","das Datum, die Daten 1.",das,noun,die Daten 1.,,Welches Datum haben wir heute? || Bitte Datum und Unterschrift nicht vergessen. || Ich brauche noch ein paar Daten von Ihnen.,30
